Model,Price,Rating,Inches,RAM_GB,SSD_GB,Storage_Detail,Screen_Width,Screen_Height,Screen_Resolution_Type,CPU_Detail,GPU_Detail,OS_Detail,Price_Category
Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics),76990.0,64.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,6 GB NVIDIA Geforce RTX 4050,Windows 11 OS,1
Asus Vivobook 14X K3405ZF-LY541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),64990.0,60.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62990.0,68.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),85990.0,71.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2
Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),68990.0,59.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050 GPU,Windows 11 OS,1
Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),29990.0,55.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5500U,AMD Radeon AMD,Windows 11 OS,0
Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),33990.0,52.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7320U,AMD Radeon AMD,Windows 11 OS,0
HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),85990.0,71.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2
Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),36990.0,57.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5500U,AMD Radeon AMD,Windows 11 OS,0
Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35990.0,52.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Integrated Intel UHD Graphics,Windows 11 OS,0
HP Victus15-fb0147AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48990.0,57.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5  5600H,4 GB AMD Radeon AMD Radeon RX 6500M,Windows 11 OS,1
Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),33990.0,54.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),81990.0,54.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,2
Lenovo IdeaPad 3 82KU024JIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),48990.0,60.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7 5700U,AMD Radeon AMD,Windows 11 OS,1
HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),54990.0,61.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen Amd Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),52990.0,64.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11),34000.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,3rd Gen AMD Ryzen 3  3250U,AMD Radeon Graphics,Windows 11 OS,0
HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),153490.0,65.0,16.1,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700HX,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),57400.0,59.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 2050,Windows 11 OS,1
Asus Vivobook Go 14 2023 E1404FA-NK325WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),33990.0,52.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 3 7320U,AMD Radeon AMD,Windows 11 OS,0
Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),62990.0,56.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,Intel Graphics,Windows 11 OS,1
MSI Modern 14 C12M-459IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),54010.0,56.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 1255U,Intel Integrated Iris Xe,Windows 11 OS,1
Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),23990.0,61.5,15.6,8.0,256.0,256 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1125G4,Intel Graphics,Windows 11 OS,0
Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),24990.0,61.5,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1125G4,Intel Graphics,Windows 11 OS,0
Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),59990.0,54.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i7 1165G7,Intel Graphics,Windows 11 OS,1
Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),70190.0,55.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13500H,Intel Integrated Iris Xe,Windows 11 OS,1
Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),34990.0,56.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel Integrated UHD,Windows 11 OS,0
MSI Stealth 16 Mercedes AMG A13VG-264IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),278490.0,61.5,16.0,32.0,2048.0,2 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
Ultimus Elite NU14U3INF56BN-CS Laptop (10th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),29990.0,50.0,14.1,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,10th Gen Intel Core i5 1035G4,Intel Integrated Iris,Windows 11 OS,0
Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),39990.0,61.5,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,Intel Core i3 N305,Intel UHD Graphics,Windows 11 OS,0
MSI Stealth 16 Mercedes AMG A13VF-265IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),219990.0,61.5,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),36990.0,51.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Integrated Iris Xe,Windows 11 OS,0
Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67190.0,56.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13420H,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),43990.0,52.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 1255U,Intel Integrated Iris Xe,Windows 11 OS,1
Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),85190.0,56.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13620H,Intel Integrated UHD,Windows 11 OS,2
Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),84190.0,59.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,Integrated Intel Iris Xe Graphics,Windows 11 OS,2
Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),48990.0,61.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 1135G7,Intel Integrated Iris Xe,Windows 11 OS,1
Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36500.0,54.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),51000.0,52.0,15.6,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1305U,Intel Integrated UHD,Windows 11 OS,1
Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),82990.0,59.0,14.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,2
Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),38490.0,52.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i3 1305U,Intel UHD Graphics,Windows 11 OS,0
Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),105999.0,62.0,13.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1360P,Intel Iris Xe Graphics,Windows 11 OS,2
Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),69990.0,56.0,14.0,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,1
Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),56990.0,59.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,1
Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),44990.0,52.0,15.6,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen Amd Ryzen 5 7520U,AMD Radeon Graphics,Windows 11 OS,1
Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),87490.0,60.0,13.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1340P,Intel Iris Xe Graphics,Windows 11 OS,2
HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),68999.0,68.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),70490.0,59.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,1
MSI Katana 17 B12VFK-673IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),110990.0,74.0,17.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),50990.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),107990.0,72.0,17.3,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),45990.0,64.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1
MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),97990.0,73.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),47990.0,64.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),90990.0,72.0,15.6,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),183990.0,79.0,17.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),134990.0,75.0,17.3,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),128990.0,71.0,17.3,8.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),81990.0,72.0,16.1,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7840HS,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2
HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),237990.0,61.5,16.1,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900HX,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,2
HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),109490.0,68.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),99990.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13500H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),50990.0,64.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5  5600H,4 GB AMD Radeon RX 6500M,Windows 11 OS,1
Lenovo IdeaPad Slim 5 82XE004RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),56190.0,61.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7530U,AMD Integrated SoC,Windows 11 OS,1
Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35990.0,54.0,14.0,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Intel UHD Graphics,Windows 11 OS,0
Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35990.0,52.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i3 1215U,Integrated Intel UHD Graphics,Windows 11 OS,0
HP Dragonfly G4 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),231746.0,69.0,13.5,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 1365U,Intel Iris Xe Graphics,Windows 11 OS,2
Chuwi CoreBook X Pro Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11),32999.0,50.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,10th Gen Intel Core i5 10210U,Intel UHD Graphics,Windows 11 OS,0
HP Envy x360 13-bf0141tu Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),101990.0,63.0,13.3,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 1250U,Intel Integrated Iris Xe,Windows 11 OS,2
Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),43990.0,55.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 5 7520U,AMD Integrated SoC,Windows 11 OS,1
HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),90990.0,68.0,16.1,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13420H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
Lenovo IdeaPad Slim 5i 82XF003CIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69000.0,56.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13500H,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),77990.0,68.0,16.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),159990.0,74.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13900HX,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),59990.0,62.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35490.0,54.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
HP Victus 15-fb0134AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),54559.0,65.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 5 5600H,4 GB AMD Radeon RX 6500M Graphics,Windows 11 OS,1
Asus Vivobook Pro 15 M6500QFB-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),66990.0,68.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,5th Gen AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1
MSI Prestige 16 A13UCX-250IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),119990.0,69.0,16.0,16.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13700H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,2
HP Victus 15-fa0188TX Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),79990.0,70.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),67990.0,56.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 13420H,Integrated Intel Iris Xe Graphics,Windows 11 OS,1
Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),90990.0,68.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2
HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),71990.0,63.0,14.0,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,Windows 11 OS,1
Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),85990.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),79990.0,66.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 12450H,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1
HP 15s-fr2515TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36790.0,55.0,15.6,8.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,0
Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),92990.0,70.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,7th Gen AMD Ryzen 7 7840HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
MSI Vector GP68HX 13VH-072IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),284990.0,61.5,16.0,32.0,1024.0,1 TB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i9 13980HX,12 GB NVIDIA GeForce RTX 4080,Windows 11 OS,2
Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),51990.0,59.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,12th Gen Intel Core i5 1235U,Intel Iris Xe,Windows 11 OS,1
Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),100190.0,63.0,15.6,16.0,512.0,512 GB SSD,0.0,0.0,Non-IPS,13th Gen Intel Core i7 13620H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,2
